@relation 'sportsArticle_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.attribute.Remove-R10-30'

@attribute 0.184totalWordsCount+0.178CD+0.178FW+0.178semanticobjscore+0.176baseform... numeric
@attribute '0.445Quotes+0.43 RP+0.276past+0.275VB+0.231CC...' numeric
@attribute '0.326colon+0.326CC+0.29 PDT-0.255RP-0.249POS...' numeric
@attribute 0.502txtcomplexity-0.363exclamationmarks-0.287ellipsis-0.275questionmarks+0.197past... numeric
@attribute 0.538ellipsis+0.534exclamationmarks+0.218VB+0.216past-0.193present3rd... numeric
@attribute '0.495semicolon+0.323VBZ-0.294NN+0.262WP+0.26 RB...' numeric
@attribute 0.683JJS+0.334colon-0.259RB-0.227RBR-0.209compsupadjadv... numeric
@attribute -0.656sentencelast-0.601sentence1st+0.171pronouns1st+0.141TOs+0.129colon... numeric
@attribute -0.538TOs-0.411WP+0.373ellipsis+0.245JJS-0.202sentencelast... numeric
@attribute Label {objective,subjective}

@data
-4.895742,0.323481,-0.055488,-0.20527,-0.102585,-0.2564,0.027251,-0.317669,-0.057883,objective
-4.629399,0.025014,0.153132,-0.389341,-0.082069,0.215112,-0.310064,-0.376656,0.098499,objective
1.914951,-0.72931,1.709373,0.373881,-0.273053,-0.12588,-0.756682,-0.810698,0.442143,objective
6.367078,-0.474212,0.548124,1.265273,0.87282,0.030825,0.085663,-0.645269,-0.400523,objective
-5.751159,-0.42929,0.044103,-0.464155,-0.15746,0.147808,-0.123053,-0.313666,-0.065174,objective
5.77999,-1.007467,-3.098031,1.081332,-0.059363,-1.818856,2.615947,0.857153,-1.306203,objective
-3.527289,-0.537928,0.599331,1.265477,0.523535,1.008883,-0.410801,-0.135196,0.127583,objective
-4.883133,-0.367512,0.801175,-0.177242,0.152044,0.116264,-0.190545,-0.379776,-0.010694,objective
-4.828671,-0.001069,-0.287798,-0.968878,-0.564193,0.162868,-0.238992,-0.425911,0.120181,objective
-4.739729,-0.332306,0.339811,0.265377,0.177357,0.180826,0.179367,-0.286148,-0.201482,objective
1.288325,2.912199,-0.884276,-0.117459,0.07739,-0.266233,0.088125,0.146368,-0.051559,objective
0.678576,2.859425,-0.972449,0.332547,0.080492,0.814061,-1.236105,-0.385263,0.663342,objective
-5.86294,-0.452943,-0.21712,-0.875114,-0.53018,0.173139,-0.133317,-0.298858,0.047977,objective
-4.219498,-0.227324,0.843115,-0.78753,-0.227732,-0.097839,0.336846,-0.286623,-0.254052,objective
-4.42879,-0.888273,0.134443,0.260237,-0.123286,0.350737,0.199942,-0.044989,-0.037096,objective
-3.926229,0.48568,0.417463,-0.446056,-0.108978,0.465216,-0.015414,-0.084552,-1.227686,objective
-5.166299,-0.284411,0.524191,-0.216135,-0.106845,-0.142195,-0.04462,-0.205185,-0.143408,objective
-5.863045,-0.531959,0.467685,-0.30733,-0.23747,-0.74986,-0.463625,2.025876,0.102524,objective
-0.311446,3.781179,-0.321863,-0.263294,-0.04772,-0.374187,0.679805,0.346169,0.094835,objective
-4.99878,-0.297394,0.143908,0.401352,0.283023,-0.254035,0.19263,-0.415676,-0.210215,objective
5.074266,-3.09555,-1.147361,0.880302,-0.560135,0.460447,-0.095845,-0.060142,0.461404,objective
6.986165,-0.378216,-1.612882,-0.521358,-1.028641,-0.552856,-0.368032,1.952096,-0.137186,objective
0.964093,2.679075,-0.078029,-0.129842,0.057273,0.606261,-0.570945,-0.10979,0.823864,objective
-1.567528,2.381562,0.187558,-0.923548,0.119572,-0.504185,0.140823,-0.01854,-0.258694,objective
-5.657916,-0.295316,1.043559,-0.184992,0.163238,-0.190389,0.389492,-0.073275,-0.348099,objective
-1.288905,3.064744,-0.51718,-0.120282,0.118964,-1.101096,-0.758855,1.743145,0.468289,objective
-1.500678,-0.534189,0.046738,-0.196814,1.689385,0.360904,0.053497,-0.187917,-0.267558,objective
-4.431346,0.17703,0.142402,0.000643,-0.147174,-0.227727,0.187001,-0.117464,0.02615,objective
-5.209751,0.289494,0.170351,-0.426259,-0.235369,0.060672,-0.033597,-0.346939,-0.088736,objective
-3.603446,0.159969,-0.229056,-0.234122,-0.351481,-0.279155,0.16488,-0.369177,0.072038,objective
6.844594,-3.415084,-2.824267,-1.468787,1.337433,-0.683984,0.928366,0.120842,0.304614,objective
-0.238067,1.632259,-0.99926,-0.180301,-0.865439,-0.793056,0.344227,-0.092563,0.223552,objective
-4.28276,-0.944999,0.042374,-0.088382,-0.137797,-0.265918,0.373871,-0.367461,-0.362208,objective
-5.764312,-0.520939,0.035873,-0.449409,-0.250083,-0.096355,-0.026811,-0.367802,-0.018114,objective
-5.436944,-0.578334,0.217773,-0.605986,-0.187907,-0.6492,-0.089892,-0.520251,-0.152869,objective
-0.264671,0.361486,-0.209108,-1.140651,-0.948528,1.203828,-0.685189,-0.092441,0.49495,objective
-4.995875,-0.381445,0.333074,-0.262515,0.062682,-0.410314,-0.041677,-0.506975,-0.048799,objective
1.409503,2.622196,-2.374472,-0.7202,-0.927779,0.372811,-0.575593,-0.362868,0.531315,objective
6.339491,-0.024963,0.680479,2.882606,0.601329,-1.017962,0.197694,0.689706,0.4517,objective
-3.905681,-1.12298,1.567792,0.392368,-0.357395,-1.62806,0.509601,11.327004,3.528014,objective
-2.250003,1.655481,-0.909316,-0.203132,-0.688123,-0.171882,-0.692141,2.003372,0.507766,objective
-2.330718,-1.970986,1.282668,3.419577,0.83658,1.599649,0.857669,0.585301,-0.589876,objective
-6.172402,-0.550844,0.075854,-0.170813,-0.052172,0.11395,0.002892,-0.281468,-0.192425,objective
-0.484493,2.627445,-0.235646,0.634405,0.514748,0.833048,-0.926698,0.025096,0.177873,objective
-3.2607,0.202888,-0.031819,0.01591,0.142842,-0.50265,-0.039022,-0.528626,0.115182,objective
-5.87057,-0.809571,0.370387,0.168971,0.15695,-0.006797,0.1304,-0.28105,-0.264726,objective
-3.158526,-0.254685,0.003809,-0.064906,0.448582,-0.170719,-0.453918,2.171187,0.53108,objective
1.168395,2.509833,-0.823314,-2.218735,-1.863206,0.35635,-0.716671,-0.259789,-0.108242,objective
-6.07956,-0.885205,0.240125,-0.192248,0.010287,0.144948,-0.093119,-0.380367,-0.145749,objective
0.37493,-1.274709,-0.541525,-0.632233,-0.181686,-0.617232,-0.000907,-0.564365,-0.31895,objective
-2.318049,2.097865,-1.428644,-0.922614,-0.875078,0.069103,-0.878303,2.571128,0.797218,objective
-1.233412,0.012618,-0.058362,-0.121512,-0.471381,0.132377,0.182557,-0.403004,0.011973,objective
-5.733951,-0.608374,0.764087,-0.528092,-0.257612,-0.240802,-0.351575,-0.423034,-0.06181,objective
-5.772563,-0.647688,0.076599,-0.190465,-0.047854,0.086438,-0.077996,-0.370508,-0.10703,objective
1.687528,-1.209759,1.992333,0.148712,-1.038217,0.672594,-1.088953,-0.368047,1.077016,objective
-4.716575,-0.717938,0.400924,0.072748,-0.10904,-0.036742,-0.033018,-0.284385,-0.132358,objective
-4.592372,-0.162105,-0.118233,0.394444,0.18649,0.344133,0.141912,-0.314162,-0.151606,objective
0.432635,-0.941912,1.396724,1.504158,0.387329,0.170759,-0.699838,-0.284103,0.199206,objective
-5.990737,-0.719675,0.221186,-0.255585,-0.114814,-0.08367,0.139128,-0.316005,-0.181221,objective
-1.495152,3.062665,-1.459276,-0.831106,-0.439822,0.272651,-0.549224,0.382164,0.590218,objective
-3.570227,0.226462,1.062869,-0.282382,0.30214,1.016287,-0.536664,-0.261376,-0.019023,objective
2.6731,0.631543,0.989008,1.530196,0.658274,-0.598267,-0.975854,-0.221658,0.601643,objective
16.977182,2.416671,5.90814,-1.390903,1.401888,-3.907739,-3.19924,-0.045838,-0.411462,objective
-0.92501,3.332312,-0.484722,0.027615,0.304329,0.151937,0.106317,0.238047,-0.008705,objective
2.860672,3.226856,-2.124755,-1.40163,-2.287876,0.400781,-0.700012,2.660321,1.880475,objective
-1.152651,-0.108385,0.34876,0.721766,-0.342146,0.274702,0.984777,0.642603,-0.444869,objective
-5.610921,-0.791794,0.421141,-0.701225,-0.421828,-0.126283,-0.460094,-0.574236,0.042189,objective
-4.553822,0.41874,-0.201313,-0.208784,-0.042731,-0.490031,-0.004872,-0.300929,0.163075,objective
-1.924743,-0.626742,0.01947,0.439696,-0.015936,0.258141,0.472934,-0.12847,0.221649,objective
-0.403146,1.17312,-0.710501,0.289063,0.015828,-0.310913,0.29873,-0.507794,0.068395,objective
-3.832537,0.239011,-0.573809,-0.221618,-0.205442,-0.291923,0.124852,-0.589788,-0.004127,objective
-4.704266,0.657584,-0.775939,-0.3645,-0.118589,-0.168189,0.071659,-0.39535,-0.130851,objective
-5.084268,-0.507864,0.533022,-1.185237,0.494601,-0.368083,0.303371,-0.247274,-0.318585,objective
-4.233584,-0.693518,0.45062,0.334157,0.081607,-0.645295,0.167391,-0.35369,-0.179713,objective
0.532453,2.414674,-2.170714,1.017752,0.684957,0.26422,0.543523,-0.147431,-0.296217,objective
7.840036,0.075067,0.370773,1.872315,1.89852,0.21378,-0.596099,0.239996,-0.811844,objective
3.436529,0.669775,1.016076,0.699156,0.006989,1.126174,-1.20216,-0.571554,-0.584808,objective
-1.129073,4.847331,-1.586675,-0.755961,-0.336389,0.38116,0.09927,0.404692,0.170785,objective
-5.923034,-0.506852,0.14558,-0.844218,-0.659131,-0.241992,-0.93693,1.998303,0.473733,objective
-1.151728,1.458339,-1.009355,-0.484027,-0.640795,0.336391,-0.238443,-0.189201,0.487779,objective
-5.738255,-0.674594,0.554912,-0.349247,-0.226165,0.036476,0.310545,-0.145054,-0.199645,objective
-1.805729,-0.799602,0.186813,1.353919,0.75688,0.002982,0.26518,-0.25779,-0.21906,objective
1.436809,3.299481,0.447908,-0.49832,0.08093,0.02632,-0.191511,3.11684,-2.122589,objective
-1.060306,2.945282,-0.378865,-0.552763,-0.327585,0.050481,0.087521,0.064845,0.17271,objective
-4.058847,0.43472,0.271213,0.117462,0.39909,0.150536,-0.002445,-0.324114,-0.177089,objective
-6.233386,-0.881938,0.133457,-0.208623,-0.010867,0.21038,-0.023012,-0.351025,-0.183648,objective
-2.492835,1.766572,-0.878487,-1.065574,-0.454884,-0.051949,-0.136605,-0.239629,0.043157,objective
0.859284,-0.467914,-0.881403,0.233993,0.734176,-0.99,0.600096,-0.696048,-0.508177,objective
0.310267,4.955242,-1.398782,0.067983,0.228439,-0.833262,0.489795,0.003567,-0.218829,objective
-4.690352,0.48948,1.456696,-1.238143,-0.518941,-1.832667,-0.825678,1.999854,0.455128,objective
-2.752215,1.206621,0.551126,-0.341842,-0.126213,-0.366914,0.57385,-0.128594,-0.223566,objective
-5.102661,0.399777,-0.200504,-0.947237,-0.406521,0.241485,-0.101629,-0.262423,0.059673,objective
3.690728,-1.854221,-0.848541,2.08283,1.251321,0.680164,4.170556,-0.052229,0.427949,objective
9.553329,-0.093486,2.475882,3.114592,1.100168,1.622003,-1.887421,-1.01516,0.514498,objective
-0.736253,0.722993,0.254964,1.695496,1.150111,0.149928,0.496868,-0.145734,-0.404303,objective
-1.862551,1.118857,0.19759,0.17346,0.156723,-0.50502,-0.036526,-0.510566,0.163623,objective
-5.294515,-0.363017,0.350808,-0.504339,-0.679534,-0.597879,-0.823188,1.880146,0.392375,objective
-4.840913,-0.198118,-0.471236,-0.169882,-0.225829,0.674611,-0.446254,-0.168965,0.496403,objective
-5.585675,-0.585061,0.279832,-0.257981,-0.078249,0.161717,0.140051,-0.249341,-0.100756,objective
-0.62906,-1.865908,0.646908,0.441205,-1.004452,1.365937,-0.072145,0.139808,0.260262,objective
-2.768782,-0.767657,-0.112145,2.168043,1.035465,-0.015906,0.777119,-0.000372,-0.87752,objective
-5.362638,-1.155313,0.180902,0.513576,0.127264,0.226328,0.361573,-0.153095,-0.347409,objective
-3.525743,-1.220225,0.122831,0.65804,-0.174445,-0.276334,0.769314,0.237831,-0.363949,objective
-3.676308,0.384135,0.383518,0.173673,0.510804,-0.441091,-0.014768,-0.590512,-0.153751,objective
1.414975,4.542094,-0.477343,-0.45383,1.056115,-1.527274,-0.06027,0.269944,-1.994647,objective
3.265822,-0.448349,-0.517433,1.701102,0.864362,-0.310078,-0.145054,-0.400929,0.749046,objective
-5.876974,-0.988316,0.169615,0.135696,-0.038266,0.276871,0.085071,-0.253879,-0.197305,objective
-5.22502,-0.599047,0.739883,0.341683,0.236556,0.046214,0.415845,-0.076056,-0.369263,objective
-5.283054,0.008296,-0.179696,-0.885002,-0.539383,0.256722,-0.292882,-0.40826,0.238074,objective
-3.27839,0.940554,0.007414,-1.394091,0.257034,-0.436286,0.249027,-0.261323,-0.098646,objective
-1.792169,1.455486,-0.211027,-0.160042,-0.118996,-0.30744,0.391525,-0.138716,-0.033351,objective
-6.131462,-1.319218,0.19631,0.013758,-0.36716,-0.30568,-0.527821,2.026741,0.143146,objective
-5.297636,-0.813052,1.001641,-0.083553,0.056741,0.398654,-0.262546,-0.238948,0.047386,objective
6.207372,3.431623,-3.194589,0.124857,-0.394299,0.754103,0.627647,0.115524,-1.009917,objective
-3.866774,0.078919,-0.351873,-0.015328,-0.137012,-0.036814,-0.12809,-0.33931,0.001441,objective
-2.809218,0.724235,0.270425,0.106136,-0.120835,-0.458555,0.393804,-0.116245,0.268894,objective
-2.81662,0.593377,-0.41248,0.697554,0.428798,0.317725,0.187572,-0.15778,-0.249948,objective
-3.68113,0.679639,-0.195254,0.292481,0.332771,-0.344407,0.092733,-0.532589,-0.19744,objective
-5.738172,-0.705327,0.049152,-0.431379,-0.160382,-0.18775,-0.03753,-0.467685,-0.153591,objective
-1.524268,2.910815,0.039207,-0.030325,0.637197,-0.381779,0.853293,0.003482,-0.480405,objective
-2.767605,0.033267,0.112927,1.899069,1.290747,0.933846,0.595635,-0.202379,-0.55498,objective
-0.925661,2.264323,-1.373251,-0.681209,-0.736886,0.188091,0.353357,0.010482,0.407692,objective
0.325387,1.505227,0.576118,-0.591873,-0.594196,0.813601,-0.235684,0.168503,-0.06731,objective
0.538989,3.106013,1.132224,0.191732,0.366393,-0.52123,-0.408199,-0.450356,0.358796,objective
-2.019172,2.000739,-0.262345,-0.268899,0.028831,-1.126106,0.940503,-0.062609,-0.256536,objective
-4.308788,-0.471659,0.929587,1.493176,0.643916,0.370168,0.773781,0.131674,-0.534368,objective
-4.009635,-0.623539,1.161787,0.736214,0.397398,1.672715,1.146695,0.190338,-0.934649,objective
11.723128,4.711002,1.609422,-2.823484,-1.948684,0.889343,-1.391103,0.966225,-0.428717,objective
0.89747,-1.048013,-0.364787,1.310573,1.053266,-1.16164,0.012759,-0.751522,-0.135841,objective
-5.693481,-0.907562,0.212202,-0.24111,-0.413899,-0.603997,-0.584257,1.916108,0.207917,objective
-4.245613,1.066113,0.036333,-0.155637,0.013207,0.264728,0.452763,-0.049395,-0.030323,objective
-5.586942,-0.717013,0.073555,-0.186905,-0.106597,-0.147238,-0.076664,-0.440836,-0.102264,objective
-4.097443,0.527289,0.135009,-0.097643,0.041921,0.387526,0.86156,0.088352,-0.378399,objective
-5.111661,-0.283137,0.254904,-0.342168,-0.013513,-0.279279,0.159549,-0.350118,-0.278569,objective
-3.460229,-1.849043,0.061448,0.962763,-0.012205,-1.311104,1.827087,9.519409,2.825431,objective
-3.572883,-0.921786,0.667619,0.280077,-0.031866,-0.512832,0.753637,-0.014217,-0.331969,objective
2.069409,3.026435,-2.545615,-0.209343,0.241259,-0.147778,0.883486,-0.266287,0.376216,objective
-3.315498,-0.198333,0.241937,0.982329,0.668799,0.319823,0.200176,-0.422646,-0.34004,objective
-5.622166,0.104765,-0.053736,-0.808715,-0.289556,-0.059926,0.08472,-0.267225,-0.112076,objective
-2.434437,1.617977,-0.19162,-0.282892,-0.201502,-1.059359,-0.564696,1.981239,0.324351,objective
24.311252,0.68169,-3.891807,4.405959,2.511799,-1.443893,-1.011741,-1.162275,-1.943598,objective
-5.512394,0.097929,0.121256,-0.343891,-0.039548,-0.246891,-0.062671,-0.37326,-0.17648,objective
-3.439982,0.717585,0.241032,0.094677,0.026957,0.00429,0.105331,-0.248473,0.100948,objective
-3.623837,-1.087683,0.486674,0.48309,-0.122682,0.265642,0.106619,-0.125668,0.05228,objective
-4.445693,-0.788661,0.093627,0.814515,0.118921,0.388258,0.571287,0.124559,-0.42308,objective
-5.731699,-0.80365,0.177569,0.054472,0.045898,-0.013403,0.242681,-0.336283,-0.272792,objective
4.807398,-0.81943,-0.539852,3.26628,0.953522,0.071814,0.68157,0.104606,-0.375184,objective
-4.995425,-0.519891,0.169018,-0.037408,-0.107182,-0.033208,0.189278,-0.258503,-0.077088,objective
-1.070746,-1.395227,-1.292554,0.597759,-0.33138,-0.924797,0.682316,0.138413,-0.236351,objective
-3.246266,1.132486,-0.201757,-0.508252,-0.209663,0.157284,0.00536,-0.303451,0.104041,objective
2.588795,4.088796,-1.528482,0.093342,-0.049776,-0.1394,-0.387834,-0.408732,0.852663,objective
-2.273592,-1.5225,-0.118594,2.31109,0.187988,0.850993,0.543642,0.322033,-0.302346,objective
-5.716494,-0.783344,0.093955,-0.380286,-0.265883,0.089828,0.181244,-0.263534,-0.117974,objective
-0.422726,-1.787443,-1.357019,0.144877,-0.674342,-0.273334,-0.176159,-0.476663,0.227359,objective
5.997887,-0.914988,1.77684,0.921162,-0.438042,0.214597,0.877998,0.653947,1.025333,objective
-5.276831,-0.972768,-0.399243,-0.791595,0.648083,-0.284203,-0.059624,-0.367827,0.027356,objective
-4.844815,-0.520166,0.092081,0.178797,0.183726,0.118303,0.188321,-0.246406,-0.01184,objective
-2.298097,1.050806,-0.004017,1.428148,1.094741,-0.172285,0.298942,-0.462571,-0.352929,objective
-5.888187,-0.859731,0.109967,-0.322474,-0.215242,0.093448,0.157147,-0.293505,-0.180158,objective
-4.690352,0.48948,1.456696,-1.238143,-0.518941,-1.832667,-0.825678,1.999854,0.455128,objective
-4.29142,-0.207571,0.104686,-0.741964,-0.346307,0.182069,-0.274775,-0.406765,0.366479,objective
-0.757642,3.812833,-1.548261,-0.642239,-0.347009,-0.120691,0.274604,-0.29957,0.217156,objective
-4.101662,-1.72965,0.217662,0.912054,-0.094484,0.449435,0.714252,0.344966,-0.344461,objective
-2.852094,1.231866,1.836949,-0.016355,-0.104661,-0.892402,1.551323,0.319491,-0.266246,objective
-2.847338,-0.886704,1.528826,1.425836,0.622429,-0.311055,0.261553,-0.106385,-0.514333,objective
-4.763823,-1.47853,0.219105,0.831635,0.049996,0.25955,0.310479,-0.164137,-0.29858,objective
-5.457071,-0.449215,0.782573,-0.191217,0.132927,0.012925,0.129881,-0.165964,-0.281174,objective
-3.478607,0.180473,-0.27921,0.291242,0.061499,-0.136214,0.149914,-0.024361,-0.100138,objective
-2.767605,0.033267,0.112927,1.899069,1.290747,0.933846,0.595635,-0.202379,-0.55498,objective
1.382232,0.769202,-0.740775,-1.356945,-1.231655,-0.307624,-0.430146,-0.492506,0.926377,objective
-4.976176,-0.699213,0.688002,-0.080318,0.061095,-0.298709,-0.1805,-0.420369,-0.094992,objective
-0.423933,2.574834,-0.049978,0.276936,0.432337,0.023196,-0.491446,-0.591512,0.247824,objective
2.792049,4.143748,-1.153593,-1.126909,-1.190551,0.636607,-0.560423,-0.113806,1.11864,objective
8.91375,-0.713005,-1.127917,0.089704,-0.856474,-0.355855,0.033854,-0.423593,0.658758,objective
-4.600034,0.158078,0.612039,-0.212687,0.08081,-1.073995,-0.155789,-0.60877,0.138404,objective
-3.966641,0.604255,-0.06296,-0.188356,-0.207303,-0.234467,-0.051816,-0.252505,0.201486,objective
3.625909,0.104455,-0.827536,1.251584,0.806016,-0.831154,-0.437464,-0.909279,0.359624,objective
-6.016995,-1.041976,0.174048,-0.269151,-0.108258,0.039458,-0.013126,-0.371735,-0.162778,objective
0.964886,-0.30973,1.216127,1.838025,0.508118,0.58762,0.358934,0.312911,-1.231623,objective
2.214516,0.085281,0.319628,2.132567,1.383804,0.479706,-0.636391,-0.37342,0.011354,objective
-3.583361,0.586924,0.270705,0.24086,0.474982,0.587318,0.328892,0.029707,-1.503857,objective
-5.086337,-0.168125,0.136826,-1.304269,0.085827,0.717309,-0.073766,0.02612,0.223843,objective
2.017356,1.693856,0.252949,1.46588,0.730411,0.609346,-0.28847,-0.307816,0.384798,objective
-3.863082,-0.643836,1.265672,0.328989,0.036398,-0.154748,-0.652225,-0.473963,-0.075879,objective
-4.027055,-1.449763,0.250676,1.309984,0.261825,0.811424,0.686569,0.148399,-0.547968,objective
-0.128234,2.25063,-0.626806,-0.159239,-0.612158,-0.131375,-0.082517,2.316653,0.663375,objective
0.45526,3.441498,-1.289868,-0.06783,-0.2696,0.506151,-0.496069,-0.23986,0.819791,objective
-0.76402,1.197337,-0.098113,2.050699,1.76098,0.338162,0.642039,-0.581405,-0.632469,objective
-5.369194,-0.185692,-0.321617,-0.764779,-0.569219,0.074256,-0.025993,-0.29852,0.068537,objective
2.847566,5.11094,-2.450229,-0.471999,-0.402108,-0.688945,-0.024573,-0.395143,0.613329,objective
-6.292395,-1.015261,0.274324,-0.229458,-0.170059,0.10159,0.019547,-0.332742,-0.11091,objective
-4.925927,-0.969019,0.788373,0.519061,0.116163,0.445064,-0.116437,-0.297229,-0.135088,objective
-5.370831,-0.707588,0.495812,0.180294,0.068914,0.189723,0.235101,-0.193477,-0.224244,objective
-3.633059,0.860756,-1.065699,-0.252332,-0.169646,-0.098387,0.329345,-0.246044,-0.19254,objective
-5.500948,-0.461191,0.768103,-0.463711,0.059846,-0.108416,-0.004678,-0.223947,-0.229748,objective
0.585557,-0.560778,-1.111656,0.466236,0.158395,-1.034016,-0.133006,-0.690033,0.048523,objective
-2.474445,0.268915,0.278257,1.321137,0.432274,0.363366,0.114699,-0.280301,-0.069598,objective
-2.506792,0.881571,0.532263,0.508635,0.573871,-0.168192,-0.108746,-0.475486,0.029702,objective
1.844684,1.109243,3.176374,0.066696,0.139484,-1.636215,-0.711629,-0.375399,0.677857,objective
-3.312675,-0.75445,0.779542,0.25755,-0.276599,0.238169,0.22132,-0.296989,0.047644,objective
-3.40401,0.935324,-0.339658,-0.422511,-0.106288,-0.189611,-0.11811,-0.367862,0.232367,objective
0.353393,3.271733,0.776519,-0.135083,0.429634,0.948531,0.046644,0.29721,-1.141517,objective
10.653702,-2.558647,-0.908499,0.610088,-0.424749,0.591325,-1.128902,0.163346,-0.138802,objective
0.985086,-0.919784,3.662583,-0.235245,0.377453,5.714059,1.961315,0.470477,-2.150388,objective
-0.56645,2.84585,-0.401349,-0.619001,-0.069586,-0.473276,-0.015677,0.07716,-1.036359,objective
-4.489879,-1.081084,0.188042,0.20569,-0.236139,-0.215276,0.297798,-0.054233,-0.163394,objective
1.257306,2.380457,-2.137774,-1.434625,-0.89088,-0.513835,-0.173322,0.368907,-1.285619,objective
-2.142189,1.943995,0.204307,0.308348,0.463734,0.225036,0.262648,0.008155,-0.153482,objective
-2.768005,0.281058,0.150913,-0.265619,-0.208614,-0.182884,0.186502,-0.139314,0.008161,objective
1.436809,3.299481,0.447908,-0.49832,0.08093,0.02632,-0.191511,3.11684,-2.122589,objective
2.799335,3.767594,-1.955878,-0.315767,-0.377108,0.765475,-0.887297,-0.540025,-0.658964,objective
-1.345583,-0.538807,0.357319,1.481346,0.786277,-0.111639,0.432718,-0.03199,-0.408959,objective
-4.688754,-0.418311,0.243059,-0.596001,-0.379206,-0.492091,0.002545,-0.487525,0.115725,objective
-3.901622,0.559211,-0.254216,-0.119923,-0.142288,0.485411,-0.309753,-0.489383,-0.100649,objective
-3.336838,0.407429,0.176521,0.115877,0.094308,0.279251,0.26981,-0.176515,0.337734,objective
-4.010107,-0.51079,0.152275,-0.241746,0.90918,0.458182,-0.143324,-0.280433,-0.072389,objective
-4.452997,-1.500604,0.013501,0.477834,0.046004,0.143094,0.147316,-0.230191,0.018878,objective
-4.677595,-0.216142,0.674644,-0.35908,-0.006065,-0.334895,-0.120061,-0.413209,-0.054128,objective
-2.161323,3.055811,-1.786421,-1.034965,-0.680326,0.021626,-0.136525,-0.376216,0.109048,objective
14.958348,2.374351,-2.269635,6.128509,2.561467,0.202296,1.242626,-0.453635,-0.439214,objective
-3.008601,0.586047,1.279841,-0.588,0.750066,-0.292093,0.308155,0.005461,-1.977257,objective
-4.406971,-0.155023,0.205201,-0.581858,-0.442609,-0.454387,-0.399957,-0.540569,0.183213,objective
-5.245218,-0.271352,-0.313514,-0.405761,-0.275659,-0.066593,0.104931,-0.185496,-0.157704,objective
-5.493029,-0.381019,0.699669,-0.076355,0.164068,-0.163667,0.119582,-0.224869,-0.295223,objective
-2.10408,2.513619,-1.353651,-0.931868,-0.787415,-0.022404,0.105912,0.513027,0.136504,objective
-0.286199,-0.022426,0.415077,1.114264,0.742141,-0.718279,-0.842812,2.689011,-1.557639,objective
-5.301281,0.064033,-0.170205,-0.280418,-0.113542,-0.026119,0.014743,-0.308257,-0.115059,objective
-2.251659,1.028294,0.366435,-0.155284,-0.052885,0.097204,-0.138089,0.048272,0.221579,objective
-0.328356,3.922177,-3.370116,-1.337557,-1.516157,1.298836,-0.463512,0.505067,1.516462,objective
-3.859119,-0.2441,-0.101029,1.226315,0.726474,0.307253,0.259122,-0.402278,-0.378086,objective
-2.497326,0.20443,-0.841265,-0.176217,0.005702,0.30318,0.27669,-0.100041,0.072158,objective
3.841256,1.305214,-2.10919,-0.759183,-0.687681,2.125829,-0.97883,0.287478,1.159618,objective
-4.984404,-0.6996,0.362323,-0.073372,-0.078264,0.067618,-0.118418,-0.387958,0.003511,objective
1.799756,-1.514841,-0.101475,1.749632,0.03637,-0.474285,0.579609,0.428482,-0.068589,objective
-3.441279,0.855859,0.224424,0.052367,0.238803,-0.461082,0.30808,-0.310607,-0.231889,objective
7.893206,6.355736,-0.118552,1.13744,1.817248,0.528923,0.838153,-0.368782,-0.907413,objective
-5.595829,-0.746401,0.280802,0.122952,0.015988,0.008475,0.072195,-0.371907,-0.211506,objective
-0.984521,1.614587,1.597142,0.910292,1.343849,-1.356811,0.050145,-0.514998,-0.306255,objective
1.942075,-1.095054,0.800635,1.73294,0.225264,-1.412787,0.54741,0.017909,0.144294,objective
-5.840489,-0.655652,0.527335,-0.69848,-0.300857,-0.096222,-0.515558,-0.520804,0.008739,objective
-2.093137,0.688218,-1.419562,-0.519198,-0.517195,0.368514,-0.27938,-0.107665,0.772186,objective
-1.341982,2.427216,-0.430404,0.854998,0.463028,0.264139,0.056867,-0.224464,0.053005,objective
-2.989062,-1.06267,1.42841,-0.390014,0.552653,1.04706,0.612314,0.155822,-0.332526,objective
5.203897,6.339277,-0.609053,0.611049,0.825285,-0.812482,0.758658,-0.240917,0.132089,objective
2.966855,2.835857,-0.774143,-1.209298,-1.549816,0.614443,-0.62379,0.131876,1.232853,objective
-3.16587,0.741865,-0.32621,0.481822,0.462678,0.045334,0.327736,-0.154215,-0.186481,objective
2.424216,-1.423863,0.55279,1.566533,-0.335611,-0.141667,-0.649196,-0.623185,1.063507,objective
1.538301,1.049921,-0.863694,-0.318582,0.437804,1.016036,-0.371296,-0.447556,-0.131432,objective
-4.412328,0.774467,-0.982583,-0.730139,-0.70058,-0.121423,0.154618,-0.240625,0.197456,objective
2.211231,0.776029,0.042816,1.432952,0.509508,-1.905417,-0.679748,1.855769,0.606404,objective
1.703535,1.096635,1.255677,1.611331,1.366345,0.666628,-0.037353,-0.595535,-0.410875,objective
3.657726,4.556645,1.63696,0.250132,0.783964,0.032847,-0.973402,-0.29837,0.436445,objective
-5.750347,-0.665376,0.485055,-0.132044,0.003882,-0.164996,0.004314,-0.309415,-0.237343,objective
-4.391348,-0.978095,0.667609,-0.341793,-0.151317,0.147097,0.353591,-0.138227,-0.117256,objective
